comment,label
पण जेथे आव्हान आहे तेथे संधीही आहे.,1
कोण आहेत गिडवाणी ?,0
आणि आषाढधारा बरसू लागल्या.,0
हा फोन काळा आणि सोनेरी रंगांमध्ये उपलब्ध आहे.,0
या सिनेमाचा ट्रेलरही रिलीज करण्यात आला आहे.,0
त्यानंतर चालकाने ट्रक सोडून पलायन केले.,0
हा सर्वात बेस्ट बहाणा आहे.,1
दोन्ही कार एकाच इंजिनसह पुढच्या बाजूला उपलब्ध आहेत.,1
तर 731 जणांचा मृत्यू झाला आहे.,-1
तो तिच्याचकडे राहणार होता.,0
हा नव भारत आहे.,0
अपमानास्पद वागणूक मिळाल्याचा ग्रामस्थांचा आरोप,-1
अजित पवारांनी उपमुख्यमंत्रीपदाची शपथ घेतली.,0
शेतकर्‍यांचे प्रश्न सोडविण्याला शिवसेनेचे प्रथम प्राधान्य आहे.,1
त्याचे अर्थकारण काय….,0
अभूतपूर्व प्रसंग!,1
मुख्यमंत्री देवेंद्र फडवणीस सध्या जोमाने प्रचार करत आहे.,0
विद्यार्थ्यांनी एकाग्रता ठेवावी.,0
यूट्यूबवर हे गाणं प्रदर्शित करण्यात आलं आहे.,0
तर पोलीस बंदोबस्तही तैनात करण्यात येणार आहे.,0
बंगाली परंपरेनुसार या दोघांचा विवाहसोहळा पार पडला.,0
राहुल गांधी यांचे हे सवाल बिनतोड आहेत.,0
स्वतःवरचं नियंत्रण गमावणं,0
केंद्र सरकारने हा तपास सध्या एनआयआयकडे सोपवला .,0
या चित्रपटात राजकुमार राव याने मुख्य भूमिका साकारली होती.,0
यांनी रजनीकांत यांच्या विधानावर आक्षेप घेतला आहे.,-1
त्यामुळे कित्येक लोकांचा जीव गेला होता.,-1
त्या सुराकार झाल्या.,0
पर्यटकांच्या काळजात धस्स झाले.,0
सीबीआयने ही कारवाई केली असून त्यांची चौकशी करण्यात येत आहे.,0
हीच गोष्ट त्यांना खूप स्पेशल बनवते.,1
त्यानंतर अनेक राजकीय घडामोडी घडल्या.,0
विद्यार्थ्यांना संशोधनपर अभ्यासक्रमातून लाभ होईल.,1
या निवडणुकी मध्ये कोणत्याही पक्षाला बहुमत मिळाले नाही.,-1
त्यानिमित्त तिला भेटायला मी तिच्या खार येथील घरी गेलो होतो.,0
परंतु त्यांच्याशी संपर्क होऊ शकला नाही.,-1
नागरिकांसाठीही ते अशी अनेक लहान-मोठी कामे करतात.,0
या कामाचे दस्तुरखुद्द सोनिया गांधी यांनी कौतुक केले.,1
घरात बसूनही हे आपण करू शकतो.,0
त्यात बाहेरच्यांची संख्या मोठी आहे.,0
सदा हसतमुख असायची.,1
त्यापैकी पाच प्रकार आहेत:,0
प्रत्यक्ष आणि अप्रत्यक्ष दोन्ही करांना प्रोत्साहन देण्यात येणार आहे.,1
सगळा गोंधळ उडालाय!,-1
त्याप्रमाणेच अखेर घडून आले.,0
"तथापि, ती हे नाही होणे आवश्यक आहे.",0
प्रभावीरित्या कार्य करण्याची आमची कटीबद्धता ही ब्रिटीश कंपन्यांसाठी चांगली संधी आहे.,1
त्याचीही शहानिशा होणे आवश्यक आहे.,0
याप्रकरणी गुन्हा दाखल केला आहे.,0
बदलवा पाठवित आहे,0
त्यामुळे या बैठकीस विशेष महत्त्व प्राप्त झाले आहे.,1
त्यामुळे यावेळी तिच्यासोबत खेळताना मला फार आनंद झाला.,1
या बाबत अद्याप कोणतीही अधिकृत घोषणा झालेली नाही.,-1
"एक लहानसा शब्द जरी त्याला लिहायला जमले, की तो जणू त्याच्यासाठी एक विजयच होता.",1
» पचनशक्ती सुधारते.,1
मात्र याचा वेग आपल्याला वाढवावा लागेल.,0
त्यांना दाबून ठेवण्यात आले आहे.,-1
आणि तसा तो उघडपणे सांगतंही असे.,0
ताळमेळ केलेल्या उपकरणांमध्ये क्रेडिट कार्डची देवाणघेवाण करा,0
चित्रपटातील काही दृश्य अत्यंत भावूक आहेत.,1
या भूमिकेसाठी तुम्हांला काय तयारी करावी लागली?,0
तर मग आज आपल्या मनात येशूचं कसं चित्र उभं राहिलं पाहिजे?,0
प्रभावशाली संशोधननिबंध पुरस्कार मिळाला.,1
अर्जांची प्रतीक्षा,0
नोकऱ्या कुठे आहेत?,0
त्यामुळे शेजाऱ्यांनी पोलिसांकडे तक्रार दिली.,-1
"थोडक्यात सांगायचे म्हणजे, हा आत्मा शिष्यांना सत्याची चांगली समज घडवून देणार होता.",1
तो जटिल याचा अर्थ काय?,0
बारामतीचा उमेदवार कोण?,0
सीतेचे लहानसे प्राचीन मंदिरही तेथे आहे.,0
या यादीमध्ये एकाही हिंदुस्थानी अभिनेत्रीला स्थान मिळालेलं नाहीये.,-1
भाजपकडून यावेळी चार सदस्य असणार आहे.,0
आणि फायदे स्पष्ट असतात.,1
त्यामुळे आम्ही फार चिंतेत होतो.,-1
उलट आवडते पदार्थ खा.,1
अशी एक व्यक्ती आहे.,0
जर मी मोदींविरोधात बोललो तर याचा अर्थ असा नाही की मी बहुसंख्यकांविरोधात बोलतो.,-1
"मात्र, हे पीक या योजनेतून वगळण्यात आले आहे.",0
काय म्हणाले गावसकर?,0
यामुळे फळ पिकाचे क्षेत्र वाढले होते.,1
त्या संघात माझाही समावेश होता.,0
बालकांचे संरक्षण कसे होणार?,0
दोन्ही बाजूंनी सकारात्म चर्चा झाल्यास नक्कीच तोडगा निघेल.,1
सर्वांनीच त्यांचे जोरदार स्वागत केले.,1
या दिवशी जन्म झाला,0
राष्ट्रवादीचे प्रवक्ते नवाब मलिक यांनी पक्षाच्या बैठकीनंतर ही माहिती दिली.,0
इथे हा भलताच विषय कुठुन आला?,0
भारतीय जवानांनीही गोळीबाराला चोख प्रत्युत्तर दिले.,1
पंतप्रधानांनी बोलावली सर्वपक्षीय बैठक,0
तर आत्म्याची सेवा त्यापेक्षा गौरवी होणार नाही काय?,0
सर्वच फुटीरवादी पक्षांनी मतदानावर बहिष्कार टाकला होता.,-1
त्यामुळे खूप आनंदी आहे.,1
पण महिलांची मात्र कुचंबणा होते.,-1
याने कुटुंबातील लोकांचे आपसात प्रेम वाढेल.,1
"यामुळेच, विजनिर्मितीवर केंद्र सरकारने भर दिला आहे.",1
उद्या टॉम आपल्याला देईल.,0
झोपडपट्ट्ययाचा विकास झाला नाही.,-1
पर्थ कसोटीत भारताचा 146 धावांनी पराभव झाला.,-1
पूर्णपणे सरकारी प्रयत्न होता आणि त्यामुळेच त्यात त्रुटीदेखील अनेक असू शकतात.,-1
तुम्ही आक्रमक होऊ नका.,0
कुणीच तिच्या मदतीला आलं नाही.,-1
आयर्लंडचे पंतप्रधान वराडकर यांनी प्रशंसा केली.,1
माझ्या आयुष्यात कित्येक वेळा या योगायोगाचा प्रसंग आलेला आहे.,0
बिरंगळ याला पैशांची गरज होती.,0
मी गोंधळलेल्या मनःस्थितीत होते.,-1
"तर, दुसऱ्या आरोपीचा पोलीस तपास करत आहेत.",0
हा अघात त्यांच्यासाठी खूपच मोठा होता.,-1
हे त्यावेळचे त्यांचे शब्द.,0
त्यांचे आभार मानले आहे.,1
त्यानंतर त्यांनी या प्रकाराची फिर्याद पोलीस ठाण्यात दिली.,0
सत्ताधारी पक्ष असलेल्या भाजपाकडे राज्यसभेत बहुमत नाही.,-1
"मात्र, त्यात कितपत तथ्य आहे.",0
असा सवाल देखील त्यांनी उपस्थित केला.,0
राज ठाकरेंची 'वाऱ्यावरची वरात',0
हा एकच तेवढा टिकून होता.,0
कोणत्या प्रकारची नोकरी करण्याचे आपण टाळले पाहिजे?,0
तिसरी आघाडी बनण्याची कोणतीही शक्यता नाही.,-1
आपण नवीन जगात आहोत याच गोष्टीचा आपल्याला सगळ्यात जास्त आनंद होईल,1
संसदेत अधिवेशन सुरु असतानाच हा हल्ला झाला.,-1
त्यासाठी खर्चावर नियंत्रण ठेवावे लागेल.,0
कधी सुरू होणार प्री-ऑर्डर,0
आपले ख्रिस्ती सेवाकार्य एकप्रकारची सेवा आहे असे आपण का म्हणू शकतो?,0
लठ्ठ मुलांना मधुमेहची शक्यता जास्त असते,0
त्यामुळंच आम्ही भेटलो होतो.,0
आज सैतान कुटुंबांवर हल्ला करत आहे.,-1
यासह मुंबईतील संततधार पावसामुळे देखील रेल्वेची वाहतूक ठप्प झाली होती.,0
"यामुळे, काही काळ तणाव निर्माण झाला होता.",-1
हा मोठा समाधानाचा क्षण आहे.,1
ते जास्त सोपं आहे. ”,1
पण हे सगळं करताना कोणी दिसत नाही.,-1
या संशोधनाची गरज काय ?,0
त्याला न्याय हवाय.,0
"त्यांचे वडील, एक अत्यंत यशस्वी व्यापारी होते.",1
आणि काय वेगळे सांगावे .,0
चव कोंबडीसारखी आहे.,0
मात्र त्यानंतर कडाक्याचे ऊन पडले.,0
आरोपींना 3 दिवसीय पोलिस कोठडी,0
यात रुग्णाच्या जिवाला कमालीचा धोका असतो.,-1
यामुळे त्यांनी हत्या करण्यात आली.,-1
भाजपचे मुरली मनोहर जोशी 'मातोश्री'वर,0
ते तिच्या घरी पोहोचतात.,0
आपल्या सामाजिक जीवनात योगशास्त्र असावे यासाठी करु शकतो का ?,0
गालीलातल्याच लोकांना फायदा झाला नाही.,-1
पण उत्तमच्या जवळपास होते.,1
मुलांना त्याची गंमत वाटू लागली.,1
त्याच्यावर त्यांचं मत व्यक्त करतील.,0
या मदतीसाठी मी आभारी आहे.,1
"त्यामुळे तिचे हात, तोंड व पोटाला खरचटल्याने लहान मोठ्या जखमा झाल्या.",-1
बापानेच केला मुलाचा गळा दाबून खून,-1
यशराज बॅनरखाली हा चित्रपट बनणार आहे.,0
भाजपकडे राज्यातील व केंद्रातील पूर्ण बहुमताची सत्ता आहे.,0
तर दोन बालकांसह त्यांचे वडील जण जखमी झाले आहेत.,-1
त्या आधी तिला अर्जुन अवार्ड आणि राजीव गांधी खेळरत्नही मिळाला आहे.,0
मात्र ते जड असता कामा नयेत.,-1
त्यांच्या या कृतीचे सर्व स्तरातून कौतुक होत आहे.,1
त्यापैकी फक्त 14 टक्के कर्जवाटप करण्यात आलं आहे.,0
जलबिंदू आकर्षित करणारा म्हणून त्याला उचितरीत्या संबोधले जाऊ शकते.,1
बिग बॉस मराठी २ मधले वादग्रस्त स्पर्धक अभिजित बिचुकलेंच्या अडचणीत वाढ झाली आहे.,-1
हरित मोकळ्या जागांची निर्मिती याबाबींना प्राधान्य दिले जात आहे.,1
प्रेमात यश मिळेल.,1
तरूणांना रोजगार मिळालेला नाही.,-1
लोकशाही पद्धतीने या विधेयकाचा विरोध करा.,-1
"""हो बरोबर तू तेव्हढेच बघणार?",0
मात्र तेथे डॉक्टरच उपलब्ध नव्हते.,-1
धनू– कुटुंबात आनंदी वातावरण राहील.,1
आमच्यात एकवाक्यता असली पाहिजे.,0
हातघाईवर येऊ नका.,0
दुपारपर्यंत सर्व निकाल हाती येतील.,0
ते त्यांच्या स्वत: च्या मार्गाने सर्व सुंदर आहेत.,1
जिल्ह्यात यावर्षी विक्रमी पाऊस झाला.,1
यासाठी सरकारने तातडीने अद्यादेश काढावा.,0
त्यासंदर्भातील तरतूद या विधेयकात करण्यात आली आहे.,0
गाण्याबरोबरच अभ्यास करायलाही तिला मनापासून आवडतं.,1
भारताने वर्ल्ड टेस्ट चॅम्पयिनशिपमध्ये 120 गुण मिळवत अव्वल स्थान अबाधित राखले आहे.,1
हाल हाल करून ठार मारण्यात आलं.,-1
पण त्यांचा संघर्षांला यश आले नाही.,-1
यात एक जवान शहीद झाला.,-1
काळजी कशी घ्यावी?,0
ह्या जर्तेत हसायला खूप येत.. पण उगाच हसायच आम्हाला नाही जमत... तर काही तरी चांगल दाखवा.. काहीतरी उगाच दाखवतात फालतू नाट्य...,0
प्राजक्ता माळी थोडा आवाज कमी करायला पाहिजे बाकी शो खूप छान आहे,1
"हा शो खुप आवडला विनोद, सस्पेंशन आणि हास्य",1
गौरवच्या बाबतीत असलेल मांजरेकरचा तिरस्कार दिसुन येतो,0
गौरव मोरे हाच महाराष्ट्राची हास्य जत्रा चा खरा सुपरस्टार आहे.,1
तसे सर्व कलाकार खुप छान आहे.त्याला कोणाच्या शाबासकीची गरजच नाही.,1
गौरव मोरे बेस्ट कलाकार आहे,1
सगळा गोंधळ आहे,0
खरोखर असा विनोद जीवनातील एक एक जगण्याची प्रेरणा मिळते,1
गौरव मोरे सर एक नंबर,1
त्या खुर्चीसाठी प्रसाद ओक वाईट व्यक्ती आहेत,0
गौरव सारखा कलाकार नाही,1
गौरव मोरे खूप खूप छान,1
संपूर्ण टीमच अफलातून आहे,1
अतुलनीय दादा भारीच,1
"वनिता, भोजने, गौरव, समीर, लोली, रमेश आणि प्रथमेश नंबर वन",1
प्रसाद ओक जे म्हणाले ते अगदी बरोबर आहे,1
अतुल सारखा अतुलनीय संगीतकार ईतका सुरेख अभिनय करू शकतो याचे आश्चर्य वाटले.,1
सर्व कलाकारांचे चांगले काम आहे,1
"गौरव मोरेचा सन्मान बघून हृदयाला समाधान वाटलं, गौरवलाही बर वाटल असेल",1
अतुल सर एक नंबर स्क्रिप्ट केली आहे लाजवाब,1
खूपच छान गौरव दादा,1
अप्रतिम,1
ग्रेट अभिजीत,1
ओंकार भोजने एक नंबर,1
गौरव भाई माणलं यार तुला,1
कडक गौरव भाई,1
जबरदस्त अभिनय गौरव,1
अपमान सत्र अमर रहे,0
गौरव मोरे लय भारी राव,1
अमिताभ चा चित्रपट बघण्याचा आनंद अनुभव येतो,1
"गौरव मोरे अदाकारी स्वर्गिय सुखाचा आनंद देते, मी रोज बघतो आणि मनमुराद हसतो.",1
"कितीही वेळा एपीसोड पहिला तरी मन भरत नाही, अतिशय सूंदर .",1
खूप मस्त नक्कल केली गौरव भावाने,1
नेहमी आनंदी राहण्याचा प्रयत्न करा,1
-तुम्हाला ह्या खुर्चीवर आरामदायक जाणवते आहे का?,0
मी माझे सर्वश्रेष्ठ प्रदर्शन करण्याचा प्रयत्न करील.,1
पुस्तकी अभ्यासाच्या बरोबरीने त्यांनी ठिकठिकाणच्या वनवासींशी गप्पागोष्टी करत ज्ञानाचा खजिना जमवला,0
"कोणताही विषय आपल्याला आपल्या भाषेत सोप्या व रसाळ पद्धतीने सांगितला की छान समजतो, आपलासा होतो",1
"विविध क्षेत्रातील ताज्या घडामोडी, तुमच्या कुतूहलाचे विषय तुम्हांला समजावणारे लेख आपण प्रसिद्ध करतो",1
र्यावरण रक्षणाचे महत्त्व आपल्याला माहीत झाले आहे. तितकेच महत्त्व आपण आपल्या भाषांना दिले नाही तर पुढच्या ३०-४० वर्षांत भारतातल्या शेकडो भाषा मरून जातील.,0
मराठी भाषेत आपण नवनवीन विषयांसाठी सुयोग्य शब्दांची पेरणी केली नाही तर आपली ही समृद्ध भाषा खुजी होईल. त्यामुळे बौद्धिक आळस न करता नवे शब्द निर्माण करत राहा!,1
"विज्ञान, तंत्रज्ञानाशी निगडित अनेक इंग्लिश शब्द वापरता वापरता आपण आपल्या मातृभाषेतील नवे शब्द निर्माण करण्याचा आणि ते वापरण्याचा प्रयत्न करत राहूया.",1
"याच महिन्यात कवी कुसुमाग्रज जयंती, म्हणजे ‘मराठी भाषा दिन’ही आहे आणि ‘विज्ञान दिन’ही.",0
"एखाद्या महिलेला जाळण्याचा प्रयत्न करणे, ही झाली विकृती",-1
"मुली-महिलांचा अपमान होईल असे बोलणे, ही झाली हीन-वृत्ती आणि महिलांना लष्करातही न डावलता, सुसंधी देण्याचा सर्वोच्च न्यायालयाचा निर्णय ही संस्कृती!",0
महिलांवरील अत्याचाराच्या बातम्या वाचून आपण अस्वस्थ होतो. महिलांना कमी लेखणारी कृती बघून आपण खजील होतो;,-1
"आणि मुलींच्या, महिलांच्या क्षमतेवर विश्वास ठेवणाऱ्या सकारात्मक बातम्या वाचून मनाला आनंद होतो.",1
"मुलगा आणि मुलगी यांच्यात भेदभाव न करणाऱ्या गटातील माणसे जसजशी वाढत जातील, तसतसे मुली व महिलांवरील अन्याय, अत्याचार कमी होत जातील.",1
"मुळात हेही समजून घ्यायला पाहिजे की, स्त्री-पुरुष समानतेकडे प्रवास चालू आहे आपल्या समाजाचा.",1
"प्रत्येक पिढीत तो पुढच्या टप्प्यांवर गेला पाहिजे, अधिकाधिक वेगाने",0
"म्हणूनच आजही काही ठिकाणी मुली-महिलांसाठी आरक्षण (Reservation), प्रोत्साहन (Incentive) असते... शिक्षणात, स्थानिक पातळ्यांवरील निवडणुकीत, इंजिनिअरिंग कॉलेजमध्ये, इत्यादी.",0
"याचे कारण त्यांना समान संधी, समान न्याय मिळाला तर त्या समाजात समान कामगिरी गाजवू शकतील, म्हणून!",-1
खगोलातील एक सत्य ह्या महान कवीने आपल्या प्रतिभेच्या परीसस्पर्शाने काव्यरूपात मांडून निष्ठा आणि स्वप्नांवर प्रेम करणा:या अढळ मनाला अजरामर केले,1
खूप सुंदररित्या नात्यांचे पदर उलगडले आहेत.,1
चिमुकल्या वसुंधरेसकट सर्वांच काम आवडलं,1
"नेहमीप्रमाणेच अप्रतिम कथानक, कलाकार आणि अभिनय",1
"जीवनात भावभवनांनी अत्यंत गुंतागुंतीच्या होण्याऱ्या कौटुंबिक प्रसंगांची, कुटुंबातील व्यक्तींच्या परस्पर प्रेम, समजूतदारपणा आणि आपुलकीच्या जोरावर कशी उकल होते, कुटुंब कसे प्रेमानी एकत्र येते हे सांगणारी दर्जेदार कलाकृती. लेखक, दिग्दर्शक, कॅमेरामन, एडिटर सर्वच कलाकारांचे हार्दिक अभिनंदन. बाल कलाकार स्पृहाचे विशेष अभिनंदन. सर्वांनाच या क्षेत्रात खूप यश मिळो ही प्रभूचरणी प्रार्थना...",1
"सगळ्यांचा अभिनय, रंग-संगती, पटकथा उत्तम आहे. डोळ्यातुन पाणी वगैरे ही आलं.",1
सगळं सोप्पं तर होतं! उगाच आपण आपले काहीतरी मनात गंड धरुन होतो,1
पण मूळ कथेत आपल्या नेहेमीच्या मराठी चित्रपटांत जे उणेपण कायम जाणवतं ते आहे.,1
एक कुठली तरी समस्या म्हणा जखम म्हणा जी इतके वर्षे खोलवर होती ती अश्शी चुटकी सरशी सुटली.,1
चला आता हातात हात घेऊया. इतकं ते सोप्पं होत तर आज वर कस्सं नाही कळलं. वेड्डाबाई!,1
खूप हृदयस्पर्शी कथा. उत्तम अभिनय.,1
शेवट नाही जमला राव. आई आणि ताईचा संवाद सुरू होईपर्यंत मस्त जमलं होतं. पण ७ वर्षांचा दुरावा इतक्या सहज संपला एका गिफ्ट मुळे हे नाही पटलं.,1
"आपली संस्कृती, आपली नाती आणि ते जपण्याचे प्रयत्न हे रोजच्या आयुष्यातले विषय सहजरित्या मांडल्याबद्दल भाडीपाचे आभार…",1
आई आणि मुलीच्या भांडणातला गोड ओलावा डोळ्यात नकळत पाणी आणनारा होता,1
खूप दिवसांनी भाडीप कडून इतकी सुंदर भावस्पर्शी फिल्म सादर झाली आहे.,1
खूप छान अशा कथानक असणाऱ्या किती गोष्टी ऐकल्या पाहिल्या असतील तरीही यातील गोडवा खूप छान वाटला मनापासून आवडलं,1
"नाजुक विषय अतिशेय उत्तम पध्दतीने सादर केलाय, लेखक आणि दिक्दर्शक यांचे उत्तम कार्य, आई ची भूमिका अश्विनी गिरी मॅडम नी अतिशय सुंदर साकारली आहे, तसेच छोटी वसुंधरा अतिशय क्यूट आहे.",1
स्पृहा पहिल्यांदाच काम करत आहेस असे वाटतच नाही खूप खूप सुंदर दिसतेस.कथानक आणि कलाकार उत्तम संच.सर्वांचे हार्दिक अभिनंदन आणि शुभेच्छा.,1
"खूप छान, डोळ्यात पाणी आणले. संवाद, अभिनय खूपच वास्तवदर्शक. काही ठिकाणी तर मी आणि माझी भाची आहोत असे वाटून गेले",1
"खूपच सुरेख, एक तर स्वानंदी मला खूपच आवडते...सगळ्यांची छान झालीत काम, नातेच ते कसे पेरतो तसेच उगवते नाही का? सुंदर",1
"खूपच सुंदर , पाहून आनंदाश्रू आले. अभिनय सर्वांचा वाटलाच नाही.",1
तुम्हाला कळकळीची विनंती कारण हिंदी वेब सिरीज चा कंटेंट कितीही चांगला असला तरी फॅमिली सोबत नाही पाहू शकत त्यामुळे भाडीपा इज दी बेस्ट,1
आता मी पण डाव्या हाताने पैसे देऊन वस्तु खरेदी करणार,0
खूपच उत्सुकता लागली आहे.... मी आई आणि... चा video याची वाट सगळेच बघत असणार आहेत ‌...,1
"म्ही कितीही मोठे माणूस व्हा, पण तुम्ही भाजी घेताना कमी भाव करणारच... !",1
"अरे, किती भन्नाट कल्पना तुमच्या आणि सादरीकरणही . मजा येते .तुम्ही आनंद वाटताय . आम्ही आनंद लुटतोय",1
मला पाहिजे ती शिट्टी आण आणि तुला पाहिजे ते पैसे घेऊन जा......,1
येऊ दे ग आई चार दिवसांचे पाहुणे आहेत,1
आपले सगळे एपीसोड एकदम जबरदस्त आहेत आणि सगळे पात्र (कलाकार)तर त्याहूनही धमाकेदार आहेत खूपच मजेशीर असा हा तुमचा पॕकेज आहे मलातर खूप खूपच आवडला,1
"खुप मज्जा येते तुमचे व्हिडिओ पहायला. दररोज नवनवीन व्हिडिओ टाकत चला. टीव्ही वरच्या भंगार, रटाळ मालिका बघण्यापेक्षा तुमचे व्हिडिओ छान असतात.",1
"महाराष्ट्राच्या अस्मितेवरील, मराठीपणावरील आणि येथील एकमेकांच्या भवितव्यावरील संकट आहे.",0
निवडणूक आयोगाला 31 मार्चपर्यंत ही माहिती आपल्या वेबसाइटवर प्रसिद्ध करायची होती,0
तिथिदेवो भव = अतिथिदेवः + भव।,0
तीन अंकीत काम करायला मिळणे हा विद्यार्थ्यांसाठी एक बहुमान असायचा.,0
"हा बहुव्रीहि समास आहे, ज्याचा अर्थ आहे अतिथीला देव मानणारा",1
भारतातील कोणताही नागरिक किंवा कंपनी स्टेट बँक ऑफ इंडियाच्या निवडक शाखांमधून हे रोखे खरेदी करून त्यांच्या आवडीच्या कोणत्याही राजकीय पक्षाला अनामिकपणे देणगी देऊ शकतात.,0
"इतकेच नव्हे तर सर्वसामान्य नागरिकांनीसुद्धा त्यांना आपल्या गावात, शहरात मदत केली पाहिजे, सन्मानाची वागणूक दिली पाहिजे.",1
"किती सुंदर संदेश आहे हा! संस्कृत भाषेत ‘अतिथि’ याचा अर्थ ज्याची येण्याची तिथी (दिवस) निश्चित नसते, तो अचानक येणारा पाहुणा.",1
"तेथे गुरू शिष्याला सांगतात, “मातृदेवो भव, पितृदेवो भव, आचार्यदेवो भव, अतिथिदेवो भव।” म्हणजेच मातेला, पित्याला, गुरुजींना व घरी आलेल्या पाहुण्याला देवासमान मानणारा हो.",1
आपल्या देशाची प्रतिमा त्यामुळे उंचावेल. आपल्या सौजन्यामुळे प्रभावित झालेले पर्यटकच मग देशाची प्रसिद्धी करतील.,1
Pew ने केलेल्या पाहणीनुसार आशिया खंडातल्या देशांमधल्या लोकांचा कल चहाकडे तर युरोपियन देशांमध्ये कॉफीला पसंती दिली जाते.,1
"चहा वा कॉफीमधलं कॅफीनचं प्रमाण हे त्याच्या दर्जा, प्रकार आणि तयार करण्याच्या प्रक्रियेवरून कमी-जास्त असतं",1
चहा घेतल्याने तुम्हाला झोप लागायला किंवा गाढ झोप लागायला अडचणी येऊ शकतात.,0
चहा घेतल्याने तुमच्या झोपेच्या चक्रावर याचा कदाचित कमी दुष्परिणाम होतो,-1
गरम पेय प्यायल्यानंतर आपल्याला रिलॅक्स वाटत असल्याचं अनेक जण सांगतात.,0
कॉफी तणावावर नेमकं कसं काम करते याविषयी तुलनेने कमी अभ्यास करण्यात आलाय. पण कॅफीनचं प्रमाण अधिक झालं तर त्याने तणाव निर्माण होऊ शकतो,0
"""कॅफीनचं खूप जास्त प्रमाणात सेवन केल्यास तुम्हाला नेहमीपेक्षा नव्हर्स किंवा अस्वस्थ वाटू शकतं,""",0
कॉफीपेक्षा चहामुळे दातांवर जास्त डाग पडत असल्याचं आढळलंय.,0
"लोकांना पचनसंस्थेच्या अडचणी, तणाव येणं, रात्री झोप न लागणं असं त्रास जाणवू शकतात.",0
भारतानंतर सगळ्यात जास्त फेसबुक वापरतकर्ते अमेरिकेत आहेत.,0
फेसबुकने इंटरनेटला राजकीय स्वरूप दिलं?,0
फेसबुक नंतर मार्क झकरबर्ग यांनी अनेक वेगवेगळ्या कंपन्या खरेदी करून सोशल मीडिया क्षेत्रात खूप मोठं साम्राज्य तयार केलंय,0
अधोगतीप्रमाणे प्रगतीचा अंदाज बांधण्यातही आपली रिझर्व्ह बँक अपयशी ठरली याबाबतही छिद्रान्वेषी दृष्टिकोनातून विचार करणे योग्य नाही.,-1
माझं आजचं दिवस सुरु होतं. सकाळच्या पहिल्या प्रकाशात जगाचं उठतं,0
"सकाळचं, मला कितीतरी आधुनिक संगीताचं आवाज सुनायचं होतं.",0
एका उत्कृष्ट संगीतकाराचं संगीत माझं दिवस सुधारलं. संगीताचं माघारंगाचं मिलन माझं मन तडाखतंलं. संगीताचं सारंगीचं मिठासाचं उदाहरण घेतलं आहे.,1
". एक किल्ल्याचं सरोवर, त्यातील पक्ष्यांचं चिरपिंजार, ह्या सर्वांनी माझं मन आकर्षित केलं.",1
"एका कोल्हापूरी कळा कलाकृतीचं प्रदर्शन घेतलं आहे, ज्यात अनेक स्थानीक कलाकारांनी त्याचं अद्वितीयतेने प्रस्तुत केलं.",1
"रंगांचं खळगळ, पेढींपेढीं लोकांचं हृदय मोहलं.",1
प्रेमाचं मिठासाचं आवाज सर्व दिशांत आलं. आपल्याला किंवा तुमच्याला नक्कीतलं काहीतरी नक्कीतलं हसवायचं.,1
म्हणण्यासाठी ते सोपे आहे पण करण्यास कठीण आहे,0
रात्र असो का दिवस काही फरक पडत नाही.,0
ही बोलण्याची योग्य पद्धत नाही,0
त्याच्या बोलण्याचे वाईट वाटून घेऊ नको.,0
ही गोष्ट तुमच्या पर्यंतच मर्यादित राहू दे.,0
मला खात्री आहे की त्याला यश मिळेल.,0
तू आता काही लहान राहिला नाही.,0
असं वाटत आहे भाग्य माझ्यावर मेहेरबान आहे,1
पुढील तीन महिने आमच्यासाठी खूप महत्त्वपूर्ण आहेत.,1
"या बैठकील पक्षाध्यक्ष शरद पवार, केंद्रीय मंत्री प्रफुल्ल पटेल, उपमुख्यमंत्री अजित पवार, छगन भुजबळ, मधुकरराव पिचड, आर. आर. पाटील, सुनिल तटकरे, भास्कर जाधव आणि जितेंद्र आव्हाड हे नेते उपस्थित होते.",0
"वृत्तसंस्थेने दिलेल्या माहितीनुसार, विरोध करण्याऱ्या शेतकऱ्यांची दिशाभूल केली जात असल्याचा आरोप प्रगतीशील शेतकरी संघटना, सेनीपतचे अध्यक्ष कंवलसिंग चौहान यांनी केला.",0
